Time (ms),EMG,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1.398,308,40,16500,-2464,314,-39,-22
3.4050000000000002,308,40,16500,-2464,314,-39,-22
4.136,307,40,16500,-2464,314,-39,-22
4.832999999999999,308,40,16500,-2464,314,-39,-22
1550.001,0,0,0,0,0,0,0
1550.001,307,0,0,0,0,0,0
1550.001,308,0,0,0,0,0,0
1550.001,308,0,0,0,0,0,0
1550.001,308,0,0,0,0,0,0
1556.824,308,0,0,0,0,0,0
1557.325,307,0,0,0,0,0,0
1559.249,307,0,0,0,0,0,0
1560.915,307,0,0,0,0,0,0
1562.0430000000001,307,0,0,0,0,0,0
1562.0430000000001,307,0,0,0,0,0,0
1562.0430000000001,307,0,0,0,0,0,0
1562.0430000000001,307,0,0,0,0,0,0
1567.6000000000001,308,0,0,0,0,0,0
1567.6000000000001,308,0,0,0,0,0,0
1567.6000000000001,307,0,0,0,0,0,0
1572.972,307,0,0,0,0,0,0
1572.972,308,0,0,0,0,0,0
1575.691,308,28,16328,-2360,-47,-30,-14
1579.342,307,28,16328,-2360,-47,-30,-14
1579.342,308,28,16328,-2360,-47,-30,-14
1584.147,307,28,16328,-2360,-47,-30,-14
1587.059,307,28,16328,-2360,-47,-30,-14
1588.269,307,28,16328,-2360,-47,-30,-14
1593.556,308,28,16328,-2360,-47,-30,-14
1595.346,308,28,16328,-2360,-47,-30,-14
1595.346,308,28,16308,-2424,-49,-47,16
1600.233,308,28,16308,-2424,-49,-47,16
1604.211,308,28,16308,-2424,-49,-47,16
1606.381,308,28,16308,-2424,-49,-47,16
1608.305,308,28,16308,-2424,-49,-47,16
1609.831,307,28,16308,-2424,-49,-47,16
1609.831,308,28,16308,-2424,-49,-47,16
1609.831,307,-44,16328,-2368,-33,-43,-6
1620.46,308,-44,16328,-2368,-33,-43,-6
1622.03,308,-44,16328,-2368,-33,-43,-6
1622.03,307,-44,16328,-2368,-33,-43,-6
1628.1460000000002,308,-44,16328,-2368,-33,-43,-6
1631.464,308,-44,16328,-2368,-33,-43,-6
1633.667,308,-44,16328,-2368,-33,-43,-6
1636.055,308,0,16336,-2376,-27,-31,-22
1636.055,308,0,16336,-2376,-27,-31,-22
1636.055,308,0,16336,-2376,-27,-31,-22
1644.512,308,0,16336,-2376,-27,-31,-22
1644.512,307,0,16336,-2376,-27,-31,-22
1649.963,308,0,16336,-2376,-27,-31,-22
1651.3629999999998,307,0,16336,-2376,-27,-31,-22
1651.3629999999998,307,0,16336,-2376,-27,-31,-22
1656.49,308,-4,16344,-2412,-9,-43,-15
1659.2579999999998,308,-4,16344,-2412,-9,-43,-15
1661.8980000000001,308,-4,16344,-2412,-9,-43,-15
1664.9879999999998,308,-4,16344,-2412,-9,-43,-15
1668.8899999999999,308,-4,16344,-2412,-9,-43,-15
1668.8899999999999,308,-4,16344,-2412,-9,-43,-15
1673.238,308,-4,16344,-2412,-9,-43,-15
1675.583,308,-16,16380,-2340,-60,-26,-7
1679.567,308,-16,16380,-2340,-60,-26,-7
1681.17,308,-16,16380,-2340,-60,-26,-7
1681.17,308,-16,16380,-2340,-60,-26,-7
1681.17,307,-16,16380,-2340,-60,-26,-7
1689.4,308,-16,16380,-2340,-60,-26,-7
1689.4,308,-16,16380,-2340,-60,-26,-7
1696.015,307,-16,16380,-2340,-60,-26,-7
1698.458,308,-12,16296,-2352,-33,-30,-18
1701.813,307,-12,16296,-2352,-33,-30,-18
1705.509,308,-12,16296,-2352,-33,-30,-18
1707.3970000000002,308,-12,16296,-2352,-33,-30,-18
1709.415,308,-12,16296,-2352,-33,-30,-18
1713.446,308,-12,16296,-2352,-33,-30,-18
1715.98,308,-12,16296,-2352,-33,-30,-18
1717.012,308,4,16264,-2388,-43,-22,-9
1721.925,308,4,16264,-2388,-43,-22,-9
1721.925,308,4,16264,-2388,-43,-22,-9
1726.4109999999998,307,4,16264,-2388,-43,-22,-9
1728.511,308,4,16264,-2388,-43,-22,-9
1730.2900000000002,308,4,16264,-2388,-43,-22,-9
1734.779,308,4,16264,-2388,-43,-22,-9
1736.277,308,36,16344,-2380,-14,-25,-5
1737.002,307,36,16344,-2380,-14,-25,-5
1737.002,308,36,16344,-2380,-14,-25,-5
