4846.863,334,302,322,306,3984,-2256,15356,-158,-17,-34
4850.863,333,304,326,302,3984,-2256,15356,-158,-17,-34
4855.909,332,304,327,302,3984,-2256,15356,-158,-17,-34
4863.734,330,303,328,306,3984,-2256,15356,-158,-17,-34
4867.822,329,304,330,304,3984,-2256,15356,-158,-17,-34
4875.906,330,305,332,302,3984,-2256,15356,-158,-17,-34
4879.906,328,304,330,304,3984,-2256,15356,-158,-17,-34
4887.911,327,304,330,305,3744,-1924,15476,410,99,-5
4892.382,328,306,330,302,3744,-1924,15476,410,99,-5
4896.483,329,305,329,303,3744,-1924,15476,410,99,-5
4904.689,329,303,326,306,3744,-1924,15476,410,99,-5
4908.782,331,302,324,304,3744,-1924,15476,410,99,-5
4912.8769999999995,333,301,324,301,3744,-1924,15476,410,99,-5
4920.456,333,299,321,304,3744,-1924,15476,410,99,-5
4925.1630000000005,333,296,317,305,3632,-1612,15628,-361,38,22
4929.251,336,294,316,302,3632,-1612,15628,-361,38,22
4937.442,336,292,314,302,3632,-1612,15628,-361,38,22
4941.543000000001,337,288,309,304,3632,-1612,15628,-361,38,22
4949.748,338,286,307,304,3632,-1612,15628,-361,38,22
4953.956,339,285,307,301,3632,-1612,15628,-361,38,22
4958.288,339,283,305,303,3632,-1612,15628,-361,38,22
4966.128000000001,339,281,303,304,3968,-1944,15328,-147,44,233
4970.223,337,280,304,302,3968,-1944,15328,-147,44,233
4974.311,336,280,304,301,3968,-1944,15328,-147,44,233
4982.32,334,278,303,303,3968,-1944,15328,-147,44,233
4986.318,334,278,304,304,3968,-1944,15328,-147,44,233
4994.799000000001,335,279,307,301,3968,-1944,15328,-147,44,233
4998.888,335,280,307,303,3968,-1944,15328,-147,44,233
5007.079,333,280,304,303,3664,-1776,15660,113,-111,266
5011.18,336,285,308,301,3664,-1776,15660,113,-111,266
5015.27,337,287,307,301,3664,-1776,15660,113,-111,266
5023.46,337,288,305,304,3664,-1776,15660,113,-111,266
5027.549,338,289,304,304,3664,-1776,15660,113,-111,266
5035.7390000000005,340,292,303,301,3664,-1776,15660,113,-111,266
5039.846,341,294,301,304,3664,-1776,15660,113,-111,266
5048.037,342,296,300,306,4004,-2344,15552,168,-241,767
5052.133000000001,340,297,298,302,4004,-2344,15552,168,-241,767
5060.324,340,298,297,302,4004,-2344,15552,168,-241,767
5064.418,340,297,294,306,4004,-2344,15552,168,-241,767
5068.513,340,296,295,304,4004,-2344,15552,168,-241,767
5076.697,342,293,296,303,4004,-2344,15552,168,-241,767
5080.798,344,287,293,306,3520,-1336,14992,446,-667,962
5089.013,347,280,288,306,3520,-1336,14992,446,-667,962
5093.104,353,275,285,303,3520,-1336,14992,446,-667,962
5101.307000000001,356,271,279,305,3520,-1336,14992,446,-667,962
5105.8859999999995,362,266,267,308,3520,-1336,14992,446,-667,962
5109.744,369,265,263,307,3520,-1336,14992,446,-667,962
5117.6630000000005,374,264,258,307,3520,-1336,14992,446,-667,962
5121.186,379,262,252,310,5052,-2812,15660,2195,1939,1037
5130.027,382,262,244,306,5052,-2812,15660,2195,1939,1037
5134.048,384,263,244,304,5052,-2812,15660,2195,1939,1037
5142.241,384,263,241,305,5052,-2812,15660,2195,1939,1037
5146.334000000001,385,265,238,305,5052,-2812,15660,2195,1939,1037
5154.669,387,268,236,301,5052,-2812,15660,2195,1939,1037
5158.639,389,270,236,303,5052,-2812,15660,2195,1939,1037
5166.071,393,270,234,305,6008,-3196,20052,-3913,3979,8017
5170.896,397,274,237,303,6008,-3196,20052,-3913,3979,8017
5179.09,401,275,237,305,6008,-3196,20052,-3913,3979,8017
5187.305,404,278,236,308,6008,-3196,20052,-3913,3979,8017
5191.395,407,280,236,305,6008,-3196,20052,-3913,3979,8017
5199.585,409,282,234,304,6008,-3196,20052,-3913,3979,8017
5203.68,412,283,230,306,7740,-4428,23948,-7040,8425,12867
5211.87,418,286,229,304,7740,-4428,23948,-7040,8425,12867
5216.014,425,289,228,303,7740,-4428,23948,-7040,8425,12867
