VAR_0,MAV_0,RMS_0,SDV_0,AAC_0,MAX_0,SSC_0,ZCR_0,KUR_0,SKW_0,WWL_0,SSI_0,LGD_0,ARC_0,MFR_0
84.395775,70.685,71.27948512720894,9.18671731360011,0.9949748743718593,101.0,41.0,0.0,1.651485833242,1.252437836900185,198.0,1016153.0,3.705929108005467,6.490329148622131,19.461621687057267
94.32377499999998,63.965,64.69810661835476,9.712042782030975,0.964824120603015,95.0,49.0,0.0,-0.23219884461617601,0.2667015572083305,192.0,837169.0,3.6217831425666978,18.5808255136097,8.338743024489967
148.664375,64.625,65.76515034575684,12.192800129584672,1.015075376884422,95.0,50.0,0.0,-0.7949233140533924,0.5424451974119341,202.0,865011.0,3.635991634585728,44.82379859149086,9.252607387806194
144.037975,69.545,70.57297641448885,12.001582187361798,0.9798994974874372,95.0,39.0,0.0,-0.860375148819859,0.6210338521841888,195.0,996109.0,3.6972768683705985,41.03547719324972,13.692006102459745
186.7175,76.35,77.56313557354422,13.66446120416023,1.271356783919598,107.0,44.0,0.0,-1.107235397899857,0.3088091212985279,253.0,1203208.0,3.7793107151702827,47.781716773344534,13.145386178664278
196.7716,71.22,72.5882910668105,14.027530074820728,1.1557788944723617,107.0,44.0,0.0,-0.39953468844363105,0.8427590867055944,230.0,1053812.0,3.7217331440122634,20.481011083449317,10.986029566651696
24.332775,62.585,62.77909683963286,4.932826268986168,0.8341708542713567,73.0,44.0,0.0,-0.7433521348306922,0.2300335530847783,166.0,788243.0,3.5956301270165216,5.163658497699427,22.07442178309492
65.2599,67.99,68.46824081280313,8.07835998207557,0.9949748743718593,91.0,51.0,0.0,0.24266137767557794,0.8679133234491354,198.0,937580.0,3.670978338950446,23.829168740829285,15.84837097436566
68.2551,68.07,68.56952675934113,8.261664481204742,1.135678391959799,91.0,57.0,0.0,-0.12952155241850338,0.8371971455629051,226.0,940356.0,3.6722623042824876,6.0924169927992,13.986009526309312
35.2931,60.63,60.92035784530488,5.940799609480192,0.8793969849246231,76.0,47.0,0.0,0.18498451868750987,0.35759177596191694,175.0,742258.0,3.5695248914220743,9.80202971692273,16.198190610398402
120.844375,63.825,64.76476665595268,10.99292386037491,0.9246231155778895,88.0,51.0,0.0,-0.706631784860102,0.7216876173884544,184.0,838895.0,3.6226776102490055,17.856374521191945,9.517524264569916
79.55440000000002,69.16,69.73277565105235,8.919327328896502,0.9899497487437185,88.0,56.0,0.0,-0.6149101079782704,0.11458995348568524,197.0,972532.0,3.6868739045083534,15.115422843538038,13.055176775322378
66.49797500000001,61.295,61.8350628688934,8.154629053488577,0.7638190954773869,78.0,42.0,0.0,-1.1633993617199807,0.15669167857809257,152.0,764715.0,3.5824696133602387,10.002735972178977,11.437804295618056
48.743599999999994,55.42,55.85803433705844,6.981661693322013,0.8844221105527639,79.0,56.0,0.0,3.925577279651117,2.1306342837163377,176.0,624024.0,3.4941712973311607,3.218369780974014,17.692486470712854
58.284974999999996,58.995,59.486931337899755,7.634459705833805,0.8592964824120602,79.0,50.0,0.0,0.13210722362289973,0.9736725951928622,171.0,707739.0,3.548843132424142,20.87068087931205,14.39547197763281
65.7131,59.63,60.178484527279345,8.106361699307525,0.9547738693467337,89.0,50.0,0.0,1.6974739682464204,0.9561437596479557,190.0,724290.0,3.558882493437341,4.740962344533537,17.105358313739462
137.14377499999998,64.965,66.01208222742258,11.710840063804133,1.0954773869346734,89.0,55.0,0.0,-1.073581890323531,0.19379315281351214,218.0,871519.0,3.6392468639463655,37.91974400136672,11.305699413976443
90.8639,73.31,73.92712627987105,9.53225576660635,1.135678391959799,92.0,49.0,0.0,-0.9951457874834819,-0.1536628435957028,226.0,1093044.0,3.737607648968792,26.14128558002569,17.25394441000096
119.15297499999998,67.795,68.66815127844932,10.915721460352493,1.1155778894472361,92.0,49.0,0.0,-1.0031358828465333,0.4941585339699409,222.0,943063.0,3.6735107104757403,13.945794960689652,12.998477455069233
30.5271,61.77,62.016610678107845,5.525133482550444,0.8994974874371859,78.0,45.0,0.0,0.011274761570919445,0.6392258827477769,179.0,769212.0,3.585016055114552,5.312699254125071,21.868986598508048
16.8691,61.47,61.607061283589886,4.107200993377363,0.9045226130653267,74.0,46.0,0.0,-0.10778536865017907,0.39764497049886854,180.0,759086.0,3.5792609860413047,5.487916625518677,28.521456870625403
24.1975,59.85,60.05181096353381,4.919095445302927,0.9246231155778895,71.0,44.0,0.0,-0.5607552171582477,0.21803151291019657,184.0,721244.0,3.5570522176364148,4.235235719978937,22.760216450681614
31.764375,58.225,58.497136682063335,5.635989265426257,0.864321608040201,76.0,43.0,0.0,0.48753616993128324,0.9689928149126023,172.0,684383.0,3.5342692175109267,5.060653105660442,18.531858957670508
61.71,63.2,63.68634076471971,7.855571271397135,0.9597989949748744,82.0,45.0,0.0,-1.0464709120167595,0.24402635909927184,191.0,811190.0,3.608092592563471,13.586116869638525,21.660934826836932
