24672.945,209.0
24674.953,206.0
24675.952,204.0
24676.948,199.0
24677.961,196.0
24679.006,193.0
24680.023,187.0
24680.962,184.0
24681.96,182.0
24683.584,182.0
24684.616,188.0
24685.613,193.0
24687.671,193.0
24687.671,193.0
24688.714,192.0
24689.702,190.0
24690.706,187.0
24692.142,189.0
24693.228000000003,192.0
24694.257,200.0
24695.303,206.0
24696.243,203.0
24696.243,199.0
24697.253,197.0
24699.483,195.0
24700.258,192.0
24701.243,188.0
24701.243,186.0
24704.101,183.0
24704.101,177.0
24705.134,174.0
24706.13,172.0
24707.572,168.0
24708.613,167.0
24709.649,163.0
24710.72,160.0
24711.925,159.0
24713.014000000003,158.0
24713.014000000003,156.0
24713.951,155.0
24716.201,153.0
24716.961000000003,153.0
24718.015,154.0
24718.015,155.0
24720.153,155.0
24720.961,155.0
24722.02,153.0
24722.02,151.0
24724.775,149.0
24725.794,150.0
24726.79,151.0
24726.79,150.0
24728.46,145.0
24728.46,143.0
24729.49,142.0
24730.488,140.0
24732.511,141.0
24733.53,142.0
24734.536,145.0
24735.717,151.0
24736.244,151.0
24737.263,147.0
24739.264,146.0
24740.263,146.0
24741.264000000003,148.0
24742.262,146.0
24743.263,144.0
24744.39,146.0
24745.411,148.0
24746.409,149.0
24747.407,152.0
24748.409,160.0
24748.409,165.0
24750.411,169.0
24750.411,168.0
24752.414,166.0
24752.414,166.0
24754.429,162.0
24754.429,167.0
24757.294,168.0
24758.331,165.0
24759.328,162.0
24760.014000000003,163.0
24760.737,167.0
24761.764,171.0
24762.901,173.0
24763.428,185.0
24765.338,198.0
24766.084,202.0
24767.156,199.0
24767.156,210.0
24769.985,232.0
24769.985,244.0
24771.003,242.0
24772.113,243.0
24773.483,243.0
24774.595,241.0
24775.684,236.0
24775.684,232.0
24776.775,228.0
24804.098,225.0
24805.417,217.0
24805.992,214.0
24807.058,210.0
24808.011,207.0
24809.017,206.0
24810.223,203.0
24810.223,200.0
24811.237,197.0
24812.239,196.0
24812.239,196.0
24813.237,196.0
24814.237,192.0
24815.3,188.0
24815.3,185.0
24816.281,183.0
24817.252,179.0
24817.252,176.0
24818.236,173.0
24819.251,172.0
24819.251,170.0
24820.251,166.0
24820.251,163.0
24821.25,159.0
24822.251,157.0
24822.251,156.0
24823.248,153.0
24824.253,151.0
24825.243,149.0
24826.241,147.0
24827.242,148.0
24827.242,148.0
24828.237,150.0
24829.237,151.0
24829.237,149.0
24830.237,146.0
24831.291,144.0
24832.286,142.0
24832.286,146.0
24833.251,149.0
24834.251,150.0
24834.251,153.0
24835.251,156.0
24835.251,158.0
24836.249,157.0
24837.25,163.0
24837.25,169.0
24838.25,175.0
24839.252,174.0
24839.252,179.0
24840.251,187.0
24840.251,193.0
24841.239,196.0
24842.241,194.0
24843.239,190.0
24844.343,187.0
24845.369,184.0
24845.883,181.0
24845.883,178.0
24847.297,174.0
24847.297,176.0
24848.971,177.0
24848.971,177.0
24850.033,180.0
24850.033,179.0
24850.991,178.0
24850.991,181.0
24852.035,187.0
24853.038,187.0
24853.038,184.0
24853.991,182.0
24853.991,190.0
