5414.602999999999,67.0
5416.665,67.0
5417.773,66.0
5418.790000000001,66.0
5418.790000000001,66.0
5419.98,66.0
5421.001,64.0
5422.079,64.0
5422.079,64.0
5424.919,64.0
5425.944,64.0
5426.939,64.0
5426.939,65.0
5428.244000000001,65.0
5429.064,65.0
5429.661,65.0
5430.944,65.0
5431.694,63.0
5432.206,63.0
5433.352,63.0
5434.415999999999,62.0
5434.415999999999,66.0
5436.569,70.0
5437.376,74.0
5438.426,77.0
5438.426,77.0
5440.371,77.0
5441.368,84.0
5442.769,89.0
5443.792,97.0
5443.792,101.0
5445.079,100.0
5446.107,100.0
5447.158,98.0
5448.158,98.0
5449.1630000000005,96.0
5449.773999999999,94.0
5450.92,93.0
5450.92,92.0
5453.4310000000005,92.0
5453.949,89.0
5454.99,89.0
5456.044999999999,88.0
5456.985000000001,87.0
5457.978,86.0
5457.978,84.0
5459.996,84.0
5461.037,82.0
5461.037,83.0
5462.086,80.0
5463.019,79.0
5464.021,80.0
5465.477,80.0
5465.477,79.0
5467.073,77.0
5467.073,76.0
5469.364,78.0
5470.39,80.0
5471.442,77.0
5471.442,77.0
5473.885,76.0
5474.336,75.0
5475.451,75.0
5476.473999999999,73.0
5477.531,73.0
5478.471,74.0
5478.471,75.0
5479.71,73.0
5480.728,71.0
5481.735,71.0
5482.7880000000005,70.0
5482.7880000000005,71.0
5484.177,68.0
5485.887,69.0
5486.434,69.0
5487.51,69.0
5487.51,69.0
5488.585,69.0
5489.530000000001,67.0
5490.656000000001,68.0
5491.859,70.0
5492.879,68.0
5493.944,68.0
5494.96,70.0
5495.967000000001,74.0
5496.957,77.0
5498.057,77.0
5498.574,76.0
5499.787,75.0
5499.787,76.0
5502.607,77.0
5502.607,77.0
5503.84,76.0
5504.684,76.0
5505.761,75.0
5506.706,73.0
5506.706,73.0
5507.764,73.0
5509.235000000001,71.0
5510.830999999999,71.0
5511.853999999999,71.0
5511.853999999999,69.0
5513.236,68.0
5514.52,67.0
5515.037,67.0
5515.037,69.0
5516.384,67.0
5517.0070000000005,67.0
5519.042,67.0
5520.102,66.0
5520.102,66.0
