15018.444,46.0
15020.678,45.0
15022.036999999998,45.0
15022.557,45.0
15022.557,46.0
15024.63,46.0
15025.58,45.0
15026.572,45.0
15027.621,44.0
15028.639,46.0
15029.634,46.0
15029.634,43.0
15030.808,44.0
15031.250999999998,44.0
15033.707,42.0
15033.707,43.0
15034.739,43.0
15034.739,44.0
15037.733,44.0
15037.733,45.0
15038.752,48.0
15038.752,45.0
15041.927,45.0
15042.92,46.0
15043.925,46.0
15043.925,47.0
15044.913,43.0
15045.914,45.0
15045.914,44.0
15046.913,46.0
15046.913,45.0
15050.023,43.0
15050.915,44.0
15050.915,43.0
15051.913,44.0
15054.02,45.0
15054.915,42.0
15054.915,44.0
15054.915,43.0
15057.902,43.0
15057.902,43.0
15059.74,41.0
15059.74,44.0
15061.135,44.0
15062.136,43.0
15062.136,43.0
15063.159,41.0
15063.159,41.0
15066.36,42.0
15067.169,43.0
15067.169,43.0
15068.169,40.0
15070.166,41.0
15070.166,42.0
15071.217,42.0
15071.217,43.0
15072.428,43.0
15074.179,44.0
15075.631,43.0
15076.647,43.0
15077.648,43.0
15078.647,41.0
15078.647,41.0
15079.647,42.0
15079.647,43.0
15082.919,43.0
15082.919,41.0
15083.943,41.0
15083.943,42.0
15084.941,43.0
15086.233,43.0
15087.34,41.0
15087.34,41.0
15088.589,42.0
15090.896,43.0
15092.31,42.0
15092.31,40.0
15093.624,41.0
15094.844,42.0
15094.844,43.0
15094.844,43.0
15096.333,41.0
15098.55,42.0
15099.566,42.0
15099.566,43.0
15100.607,43.0
15100.607,41.0
15103.189,41.0
15103.189,42.0
15104.224,42.0
15104.224,41.0
15107.281,40.0
15108.221,40.0
15109.218,42.0
15110.684,41.0
15110.684,41.0
15111.709,40.0
15111.709,39.0
15111.709,40.0
15112.708,40.0
15115.795,40.0
15115.795,40.0
15116.898,41.0
15117.412,45.0
15119.696,45.0
15119.696,46.0
15120.734,46.0
15120.734,47.0
15123.792,43.0
15124.726,44.0
15124.726,44.0
15125.721,44.0
15126.722,45.0
15127.73,43.0
15127.73,44.0
15128.735,44.0
15128.735,44.0
15132.19,45.0
15132.715,43.0
15132.715,42.0
15133.736,44.0
15135.674,42.0
15136.689,43.0
15136.689,41.0
15137.687,41.0
15140.157,41.0
15140.157,42.0
15141.181,43.0
15142.184,41.0
15143.183,41.0
15144.181,40.0
15144.181,42.0
15145.181,43.0
15145.181,41.0
15147.465,40.0
15148.836,41.0
15148.836,42.0
15149.853,43.0
15152.378,42.0
15153.172,41.0
15153.172,42.0
15153.172,42.0
15154.502,43.0
15156.149,41.0
15156.721,41.0
15156.721,40.0
15157.985,42.0
15160.076,41.0
15161.082,41.0
15161.082,41.0
15162.074,40.0
15164.693,42.0
15165.399,43.0
15165.616999999998,41.0
15166.208,41.0
15166.73,42.0
15168.469,42.0
15169.045,43.0
15169.685,41.0
15170.203,41.0
15173.021,41.0
15173.87,42.0
15174.49,43.0
15174.49,41.0
15177.003,40.0
15177.663,42.0
15178.173,42.0
15178.336,43.0
15181.123,41.0
15181.123,40.0
15182.148,41.0
15182.148,42.0
15183.145,43.0
15185.056,41.0
15185.056,41.0
15186.13,40.0
15186.13,42.0
15189.2,42.0
15189.2,43.0
15190.277,41.0
15190.277,42.0
15193.408,42.0
15193.408,43.0
15193.408,43.0
15194.719,42.0
15194.719,41.0
15197.35,42.0
15197.916,43.0
15197.916,43.0
15199.199,41.0
15201.578,40.0
15201.578,42.0
15202.612,42.0
15202.612,41.0
15205.533,40.0
15205.533,40.0
15206.628,42.0
15206.628,42.0
15208.901,43.0
15209.916,40.0
15210.755,40.0
15211.837,42.0
15211.837,42.0
15213.78,41.0
15213.78,40.0
15214.781,39.0
15214.781,39.0
15217.864,39.0
15218.793,40.0
15218.793,40.0
15218.793,40.0
15222.03,42.0
15222.794,41.0
15222.794,40.0
15223.792,41.0
15223.792,41.0
15226.657,42.0
15226.657,43.0
15227.734,41.0
15227.734,41.0
15229.873,40.0
15229.873,40.0
15231.009,41.0
15231.009,41.0
15234.543,39.0
15234.673,40.0
15234.673,40.0
15235.749,40.0
15235.749,39.0
15238.292,42.0
15238.292,42.0
15239.355,41.0
15239.355,40.0
15242.771,40.0
15244.177,40.0
15244.177,42.0
15245.292,41.0
15246.467,40.0
15246.879,40.0
15247.484,39.0
15247.484,40.0
15249.97,40.0
15251.138,42.0
15251.138,41.0
15252.154,39.0
15252.154,40.0
15254.642,39.0
15254.642,40.0
15255.784,38.0
15255.784,38.0
15258.062,38.0
15259.081,39.0
15260.299,40.0
15260.299,40.0
15262.451,41.0
15262.451,40.0
15263.475,40.0
15263.475,40.0
15264.803,42.0
15267.137,43.0
15267.137,41.0
15268.15,41.0
15268.15,40.0
15271.222,42.0
15271.222,43.0
15272.15,41.0
15273.526,40.0
15275.065,40.0
15276.065,39.0
15277.061,39.0
15277.061,40.0
15279.221,39.0
15279.221,40.0
15280.244,39.0
15280.244,39.0
15281.12,40.0
15283.155,42.0
15284.163,41.0
15284.163,40.0
15285.16,40.0
15287.401,40.0
15287.401,39.0
15288.867,39.0
15288.867,39.0
15290.93,39.0
15292.882,38.0
15292.882,40.0
15294.091,39.0
15294.091,38.0
15295.117,40.0
15296.115,37.0
15296.115,40.0
15297.146,39.0
15299.931,40.0
15299.931,41.0
15300.964,42.0
15300.964,40.0
15303.959,40.0
15303.959,39.0
15304.963000000002,39.0
15305.954,40.0
15307.954,39.0
15309.33,41.0
15310.351,40.0
15310.351,39.0
15312.073,40.0
