Time (ms),EMG,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1546.066,0,0,0,0,0,0,0
1546.066,305,0,0,0,0,0,0
1546.066,306,0,0,0,0,0,0
1546.066,305,0,0,0,0,0,0
1554.486,305,0,0,0,0,0,0
1554.486,306,0,0,0,0,0,0
1554.486,306,0,0,0,0,0,0
1554.486,306,0,0,0,0,0,0
1554.486,306,0,0,0,0,0,0
1554.486,306,0,0,0,0,0,0
1562.507,306,0,0,0,0,0,0
1562.507,306,0,0,0,0,0,0
1562.507,306,0,0,0,0,0,0
1562.507,307,0,0,0,0,0,0
1562.507,306,0,0,0,0,0,0
1570.567,306,0,0,0,0,0,0
1570.567,306,0,0,0,0,0,0
1570.567,306,0,0,0,0,0,0
1575.857,306,-140,16272,-2264,-39,-33,-1
1578.8120000000001,306,-140,16272,-2264,-39,-33,-1
1578.8120000000001,306,-140,16272,-2264,-39,-33,-1
1578.8120000000001,307,-140,16272,-2264,-39,-33,-1
1586.982,306,-140,16272,-2264,-39,-33,-1
1588.3100000000002,306,-140,16272,-2264,-39,-33,-1
1588.3100000000002,306,-140,16272,-2264,-39,-33,-1
1595.887,305,-224,16312,-2220,-22,-41,-12
1595.887,307,-224,16312,-2220,-22,-41,-12
1595.887,306,-224,16312,-2220,-22,-41,-12
1603.376,307,-224,16312,-2220,-22,-41,-12
1603.376,307,-224,16312,-2220,-22,-41,-12
1603.376,306,-224,16312,-2220,-22,-41,-12
1611.413,307,-224,16312,-2220,-22,-41,-12
1611.413,307,-232,16420,-2312,-11,-34,-13
1619.7939999999999,307,-232,16420,-2312,-11,-34,-13
1619.7939999999999,306,-232,16420,-2312,-11,-34,-13
1625.3899999999999,307,-232,16420,-2312,-11,-34,-13
1627.918,307,-232,16420,-2312,-11,-34,-13
1627.918,307,-232,16420,-2312,-11,-34,-13
1627.918,306,-232,16420,-2312,-11,-34,-13
1636.069,307,-212,16336,-2252,-108,-28,-11
1641.2420000000002,307,-212,16336,-2252,-108,-28,-11
1641.2420000000002,308,-212,16336,-2252,-108,-28,-11
1645.626,307,-212,16336,-2252,-108,-28,-11
1645.626,307,-212,16336,-2252,-108,-28,-11
1652.664,308,-212,16336,-2252,-108,-28,-11
1652.664,307,-212,16336,-2252,-108,-28,-11
1652.664,308,-216,16364,-2276,-5,-17,-15
1660.725,308,-216,16364,-2276,-5,-17,-15
1662.745,309,-216,16364,-2276,-5,-17,-15
1666.063,308,-216,16364,-2276,-5,-17,-15
1669.03,308,-216,16364,-2276,-5,-17,-15
1669.03,308,-216,16364,-2276,-5,-17,-15
1669.03,308,-216,16364,-2276,-5,-17,-15
1677.179,309,-196,16300,-2312,37,-19,-1
1679.191,309,-196,16300,-2312,37,-19,-1
1682.3539999999998,309,-196,16300,-2312,37,-19,-1
1685.191,309,-196,16300,-2312,37,-19,-1
1689.2069999999999,309,-196,16300,-2312,37,-19,-1
1689.2069999999999,309,-196,16300,-2312,37,-19,-1
1693.54,309,-196,16300,-2312,37,-19,-1
1695.549,309,-188,16360,-2284,-85,-30,-10
1697.556,309,-188,16360,-2284,-85,-30,-10
1701.933,309,-188,16360,-2284,-85,-30,-10
1701.933,310,-188,16360,-2284,-85,-30,-10
1701.933,309,-188,16360,-2284,-85,-30,-10
1710.011,309,-188,16360,-2284,-85,-30,-10
1710.011,310,-188,16360,-2284,-85,-30,-10
1710.011,310,-180,16312,-2228,-61,-33,-11
1718.338,310,-180,16312,-2228,-61,-33,-11
1718.338,310,-180,16312,-2228,-61,-33,-11
1726.7740000000001,311,-180,16312,-2228,-61,-33,-11
1727.6609999999998,311,-180,16312,-2228,-61,-33,-11
1727.6609999999998,310,-180,16312,-2228,-61,-33,-11
1733.9150000000002,310,-180,16312,-2228,-61,-33,-11
1736.247,311,-180,16336,-2228,41,-29,-18
1736.247,311,-180,16336,-2228,41,-29,-18
1742.586,312,-180,16336,-2228,41,-29,-18
1742.586,312,-180,16336,-2228,41,-29,-18
1742.586,311,-180,16336,-2228,41,-29,-18
1750.951,311,-180,16336,-2228,41,-29,-18
1751.756,311,-180,16336,-2228,41,-29,-18
1755.7830000000001,311,-216,16308,-2248,-48,-41,-15
1759.1190000000001,312,-216,16308,-2248,-48,-41,-15
1761.674,311,-216,16308,-2248,-48,-41,-15
1765.692,312,-216,16308,-2248,-48,-41,-15
1767.4399999999998,312,-216,16308,-2248,-48,-41,-15
1771.4540000000002,312,-216,16308,-2248,-48,-41,-15
1775.474,311,-216,16308,-2248,-48,-41,-15
1775.474,312,-200,16324,-2248,-130,-31,-17
1779.493,312,-200,16324,-2248,-130,-31,-17
1783.507,313,-200,16324,-2248,-130,-31,-17
1787.519,312,-200,16324,-2248,-130,-31,-17
1787.519,311,-200,16324,-2248,-130,-31,-17
1791.201,311,-200,16324,-2248,-130,-31,-17
1795.217,311,-204,16348,-2232,-2,-35,-16
1799.23,313,-204,16348,-2232,-2,-35,-16
1799.23,312,-204,16348,-2232,-2,-35,-16
1799.23,312,-204,16348,-2232,-2,-35,-16
1807.59,312,-204,16348,-2232,-2,-35,-16
1809.597,311,-204,16348,-2232,-2,-35,-16
1811.606,311,-204,16348,-2232,-2,-35,-16
1816.3590000000002,311,-176,16288,-2272,25,-44,-14
1816.3590000000002,312,-176,16288,-2272,25,-44,-14
1816.3590000000002,312,-176,16288,-2272,25,-44,-14
1824.048,312,-176,16288,-2272,25,-44,-14
1824.792,312,-176,16288,-2272,25,-44,-14
1824.792,311,-176,16288,-2272,25,-44,-14
1832.554,311,-176,16288,-2272,25,-44,-14
1836.333,312,-196,16320,-2300,-89,-13,-19
1836.333,311,-196,16320,-2300,-89,-13,-19
1841.429,312,-196,16320,-2300,-89,-13,-19
1841.429,311,-196,16320,-2300,-89,-13,-19
1841.429,311,-196,16320,-2300,-89,-13,-19
1850.5259999999998,310,-196,16320,-2300,-89,-13,-19
1850.5259999999998,311,-196,16320,-2300,-89,-13,-19
1854.911,310,-208,16280,-2216,-72,-17,-6
1859.394,310,-208,16280,-2216,-72,-17,-6
1860.4019999999998,310,-208,16280,-2216,-72,-17,-6
1865.795,311,-208,16280,-2216,-72,-17,-6
1867.187,311,-208,16280,-2216,-72,-17,-6
1867.187,310,-208,16280,-2216,-72,-17,-6
1873.9360000000001,310,-208,16280,-2216,-72,-17,-6
1875.566,310,-216,16360,-2288,45,-36,-7
1875.566,311,-216,16360,-2288,45,-36,-7
1882.304,310,-216,16360,-2288,45,-36,-7
1884.316,310,-216,16360,-2288,45,-36,-7
1886.325,310,-216,16360,-2288,45,-36,-7
1890.337,310,-216,16360,-2288,45,-36,-7
1891.625,309,-216,16360,-2288,45,-36,-7
1891.625,310,-216,16360,-2288,45,-36,-7
1898.471,309,-204,16348,-2276,-78,-16,-18
1898.471,309,-204,16348,-2276,-78,-16,-18
1898.471,310,-204,16348,-2276,-78,-16,-18
1906.557,309,-204,16348,-2276,-78,-16,-18
1906.557,309,-204,16348,-2276,-78,-16,-18
1906.557,309,-204,16348,-2276,-78,-16,-18
1914.723,309,-232,16292,-2240,-126,-36,-7
1914.723,309,-232,16292,-2240,-126,-36,-7
1914.723,309,-232,16292,-2240,-126,-36,-7
1923.1309999999999,309,-232,16292,-2240,-126,-36,-7
1923.1309999999999,309,-232,16292,-2240,-126,-36,-7
1931.1490000000001,308,-232,16292,-2240,-126,-36,-7
1931.1490000000001,308,-232,16292,-2240,-126,-36,-7
1931.1490000000001,308,-168,16348,-2244,21,-41,-1
1939.259,308,-168,16348,-2244,21,-41,-1
1939.259,309,-168,16348,-2244,21,-41,-1
1939.259,308,-168,16348,-2244,21,-41,-1
1947.415,309,-168,16348,-2244,21,-41,-1
1949.325,308,-168,16348,-2244,21,-41,-1
1949.325,308,-168,16348,-2244,21,-41,-1
1955.749,308,-168,16348,-2244,21,-41,-1
1955.749,308,-232,16412,-2292,-7,-49,-6
1959.982,308,-232,16412,-2292,-7,-49,-6
1963.835,308,-232,16412,-2292,-7,-49,-6
1963.835,308,-232,16412,-2292,-7,-49,-6
1963.835,308,-232,16412,-2292,-7,-49,-6
1971.9569999999999,308,-232,16412,-2292,-7,-49,-6
1971.9569999999999,307,-232,16412,-2292,-7,-49,-6
1971.9569999999999,307,-244,16340,-2284,-113,-15,-23
1980.432,307,-244,16340,-2284,-113,-15,-23
1981.742,307,-244,16340,-2284,-113,-15,-23
1981.742,307,-244,16340,-2284,-113,-15,-23
1988.4759999999999,308,-244,16340,-2284,-113,-15,-23
1988.4759999999999,306,-244,16340,-2284,-113,-15,-23
1996.826,306,-244,16340,-2284,-113,-15,-23
1996.826,308,-212,16324,-2224,5,-45,-17
1996.826,307,-212,16324,-2224,5,-45,-17
1996.826,308,-212,16324,-2224,5,-45,-17
2005.0970000000002,307,-212,16324,-2224,5,-45,-17
2005.0970000000002,307,-212,16324,-2224,5,-45,-17
2013.2720000000002,307,-212,16324,-2224,5,-45,-17
2013.2720000000002,306,-212,16324,-2224,5,-45,-17
2015.393,306,-256,16396,-2288,33,-36,-18
2021.547,307,-256,16396,-2288,33,-36,-18
2021.547,307,-256,16396,-2288,33,-36,-18
2021.547,307,-256,16396,-2288,33,-36,-18
2029.2880000000002,307,-256,16396,-2288,33,-36,-18
2029.2880000000002,306,-256,16396,-2288,33,-36,-18
2029.2880000000002,306,-256,16396,-2288,33,-36,-18
2037.633,306,-232,16344,-2256,-79,-40,-19
2041.722,307,-232,16344,-2256,-79,-40,-19
2041.722,306,-232,16344,-2256,-79,-40,-19
2045.729,306,-232,16344,-2256,-79,-40,-19
2049.78,307,-232,16344,-2256,-79,-40,-19
2049.78,306,-232,16344,-2256,-79,-40,-19
2054.116,306,-232,16344,-2256,-79,-40,-19
2054.116,306,-176,16380,-2236,-57,-37,-4
2062.136,306,-176,16380,-2236,-57,-37,-4
2062.136,306,-176,16380,-2236,-57,-37,-4
2062.136,307,-176,16380,-2236,-57,-37,-4
2070.258,306,-176,16380,-2236,-57,-37,-4
2070.258,305,-176,16380,-2236,-57,-37,-4
2075.558,306,-176,16380,-2236,-57,-37,-4
2078.261,306,-180,16352,-2284,25,-30,-34
2078.261,306,-180,16352,-2284,25,-30,-34
2078.261,307,-180,16352,-2284,25,-30,-34
2086.659,306,-180,16352,-2284,25,-30,-34
2088.6749999999997,306,-180,16352,-2284,25,-30,-34
2088.6749999999997,305,-180,16352,-2284,25,-30,-34
2095.1349999999998,305,-180,16352,-2284,25,-30,-34
2095.1349999999998,306,-216,16368,-2312,-42,-26,0
2095.1349999999998,305,-216,16368,-2312,-42,-26,0
2103.384,306,-216,16368,-2312,-42,-26,0
2103.384,305,-216,16368,-2312,-42,-26,0
2110.912,306,-216,16368,-2312,-42,-26,0
2113.4849999999997,305,-216,16368,-2312,-42,-26,0
2113.4849999999997,305,-216,16368,-2312,-42,-26,0
2113.4849999999997,306,-244,16352,-2184,-87,-37,-27
2119.249,306,-244,16352,-2184,-87,-37,-27
2123.53,306,-244,16352,-2184,-87,-37,-27
2124.892,306,-244,16352,-2184,-87,-37,-27
2127.6820000000002,305,-244,16352,-2184,-87,-37,-27
2131.6980000000003,306,-244,16352,-2184,-87,-37,-27
2135.518,305,-244,16352,-2184,-87,-37,-27
2136.514,305,-220,16332,-2212,12,-23,-19
2142.096,305,-220,16332,-2212,12,-23,-19
2144.105,305,-220,16332,-2212,12,-23,-19
2144.105,305,-220,16332,-2212,12,-23,-19
2144.105,305,-220,16332,-2212,12,-23,-19
2152.605,305,-220,16332,-2212,12,-23,-19
2152.605,305,-220,16332,-2212,12,-23,-19
2152.605,305,-152,16340,-2312,9,-26,-19
2160.841,305,-152,16340,-2312,9,-26,-19
2160.841,306,-152,16340,-2312,9,-26,-19
2163.0699999999997,306,-152,16340,-2312,9,-26,-19
2163.0699999999997,306,-152,16340,-2312,9,-26,-19
2172.692,305,-152,16340,-2312,9,-26,-19
2174.5570000000002,305,-152,16340,-2312,9,-26,-19
2176.7470000000003,304,-244,16388,-2268,-103,-28,-8
2178.765,305,-244,16388,-2268,-103,-28,-8
2181.872,305,-244,16388,-2268,-103,-28,-8
2184.901,305,-244,16388,-2268,-103,-28,-8
2188.6549999999997,306,-244,16388,-2268,-103,-28,-8
2191.563,305,-244,16388,-2268,-103,-28,-8
2194.124,305,-244,16388,-2268,-103,-28,-8
2194.124,305,-196,16296,-2228,-27,-35,-13
2201.127,305,-196,16296,-2228,-27,-35,-13
2202.808,306,-196,16296,-2228,-27,-35,-13
2202.808,305,-196,16296,-2228,-27,-35,-13
2209.529,306,-196,16296,-2228,-27,-35,-13
2211.546,306,-196,16296,-2228,-27,-35,-13
2214.861,305,-196,16296,-2228,-27,-35,-13
2217.8909999999996,305,-204,16364,-2296,28,-36,-5
2220.101,306,-204,16364,-2296,28,-36,-5
2223.423,306,-204,16364,-2296,28,-36,-5
2227.426,305,-204,16364,-2296,28,-36,-5
2229.44,305,-204,16364,-2296,28,-36,-5
2230.792,304,-204,16364,-2296,28,-36,-5
2233.99,305,-204,16364,-2296,28,-36,-5
2238.2430000000004,305,-180,16348,-2268,-95,-38,-17
2238.2430000000004,305,-180,16348,-2268,-95,-38,-17
2241.425,305,-180,16348,-2268,-95,-38,-17
2243.2180000000003,306,-180,16348,-2268,-95,-38,-17
2243.2180000000003,305,-180,16348,-2268,-95,-38,-17
2250.217,305,-180,16348,-2268,-95,-38,-17
2251.654,305,-180,16348,-2268,-95,-38,-17
2257.029,305,-172,16272,-2224,-70,-38,3
2260.158,305,-172,16272,-2224,-70,-38,3
2260.7870000000003,305,-172,16272,-2224,-70,-38,3
2260.7870000000003,305,-172,16272,-2224,-70,-38,3
2268.416,305,-172,16272,-2224,-70,-38,3
2271.12,305,-172,16272,-2224,-70,-38,3
2274.6240000000003,305,-172,16272,-2224,-70,-38,3
2276.528,305,-260,16328,-2256,51,-44,-13
2278.995,304,-260,16328,-2256,51,-44,-13
2278.995,304,-260,16328,-2256,51,-44,-13
2284.6549999999997,305,-260,16328,-2256,51,-44,-13
2287.303,305,-260,16328,-2256,51,-44,-13
2287.303,305,-260,16328,-2256,51,-44,-13
2292.7490000000003,305,-260,16328,-2256,51,-44,-13
2294.767,304,-176,16340,-2320,-56,-14,-1
2294.767,305,-176,16340,-2320,-56,-14,-1
2300.833,305,-176,16340,-2320,-56,-14,-1
2300.833,306,-176,16340,-2320,-56,-14,-1
2300.833,304,-176,16340,-2320,-56,-14,-1
2308.9680000000003,304,-176,16340,-2320,-56,-14,-1
2308.9680000000003,304,-176,16340,-2320,-56,-14,-1
2308.9680000000003,304,-196,16304,-2228,-125,-35,2
2320.123,305,-196,16304,-2228,-125,-35,2
2320.123,304,-196,16304,-2228,-125,-35,2
2320.123,305,-196,16304,-2228,-125,-35,2
2325.253,305,-196,16304,-2228,-125,-35,2
2325.253,304,-196,16304,-2228,-125,-35,2
2325.253,304,-196,16304,-2228,-125,-35,2
2336.547,304,-196,16304,-2228,-125,-35,2
2336.547,304,-188,16376,-2204,66,-32,-8
2341.859,304,-188,16376,-2204,66,-32,-8
2341.859,305,-188,16376,-2204,66,-32,-8
2341.859,304,-188,16376,-2204,66,-32,-8
2350.225,305,-188,16376,-2204,66,-32,-8
2350.225,304,-188,16376,-2204,66,-32,-8
2350.225,304,-188,16376,-2204,66,-32,-8
2358.3959999999997,304,-220,16324,-2308,8,-19,-3
2358.3959999999997,305,-220,16324,-2308,8,-19,-3
2358.3959999999997,304,-220,16324,-2308,8,-19,-3
2368.007,305,-220,16324,-2308,8,-19,-3
2368.567,305,-220,16324,-2308,8,-19,-3
2368.567,304,-220,16324,-2308,8,-19,-3
2374.962,304,-220,16324,-2308,8,-19,-3
2377.167,304,-188,16300,-2276,-157,-23,-7
2380.818,304,-188,16300,-2276,-157,-23,-7
2383.415,305,-188,16300,-2276,-157,-23,-7
2383.415,305,-188,16300,-2276,-157,-23,-7
2383.415,305,-188,16300,-2276,-157,-23,-7
2391.55,305,-188,16300,-2276,-157,-23,-7
2391.55,304,-188,16300,-2276,-157,-23,-7
2391.55,304,-200,16292,-2256,2,-38,-15
2399.6209999999996,305,-200,16292,-2256,2,-38,-15
2399.6209999999996,304,-200,16292,-2256,2,-38,-15
2399.6209999999996,305,-200,16292,-2256,2,-38,-15
2408.0460000000003,306,-200,16292,-2256,2,-38,-15
2408.0460000000003,304,-200,16292,-2256,2,-38,-15
2408.0460000000003,304,-200,16292,-2256,2,-38,-15
2416.561,305,-220,16336,-2308,47,-22,-4
2418.451,305,-220,16336,-2308,47,-22,-4
