Time (ms),EMG,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1549.7920000000001,0,0,0,0,0,0,0
1549.7920000000001,303,0,0,0,0,0,0
1556.718,303,0,0,0,0,0,0
1558.237,303,0,0,0,0,0,0
1558.237,304,0,0,0,0,0,0
1559.985,303,0,0,0,0,0,0
1559.985,303,0,0,0,0,0,0
1559.985,303,0,0,0,0,0,0
1559.985,304,0,0,0,0,0,0
1566.379,304,0,0,0,0,0,0
1566.379,304,0,0,0,0,0,0
1566.379,303,0,0,0,0,0,0
1566.379,304,0,0,0,0,0,0
1566.379,304,0,0,0,0,0,0
1566.379,303,0,0,0,0,0,0
1575.372,303,0,0,0,0,0,0
1575.372,303,0,0,0,0,0,0
1577.3870000000002,303,0,0,0,0,0,0
1577.3870000000002,303,-184,16404,-2272,-2,-33,-22
1582.748,304,-184,16404,-2272,-2,-33,-22
1582.748,304,-184,16404,-2272,-2,-33,-22
1582.748,304,-184,16404,-2272,-2,-33,-22
1590.959,304,-184,16404,-2272,-2,-33,-22
1592.972,304,-184,16404,-2272,-2,-33,-22
1592.972,304,-184,16404,-2272,-2,-33,-22
1601.007,304,-224,16356,-2240,-161,-29,-22
1603.018,304,-224,16356,-2240,-161,-29,-22
1607.041,304,-224,16356,-2240,-161,-29,-22
1609.056,304,-224,16356,-2240,-161,-29,-22
1611.0720000000001,305,-224,16356,-2240,-161,-29,-22
1615.519,304,-224,16356,-2240,-161,-29,-22
1615.519,304,-224,16356,-2240,-161,-29,-22
1615.519,304,-172,16284,-2212,16,-26,-12
1623.56,305,-172,16284,-2212,16,-26,-12
1623.56,304,-172,16284,-2212,16,-26,-12
1623.56,305,-172,16284,-2212,16,-26,-12
1632.062,304,-172,16284,-2212,16,-26,-12
1634.084,305,-172,16284,-2212,16,-26,-12
1638.732,305,-172,16284,-2212,16,-26,-12
1640.9750000000001,305,-188,16352,-2244,15,-31,-8
1641.987,305,-188,16352,-2244,15,-31,-8
1641.987,306,-188,16352,-2244,15,-31,-8
1649.497,306,-188,16352,-2244,15,-31,-8
1649.497,306,-188,16352,-2244,15,-31,-8
1649.497,306,-188,16352,-2244,15,-31,-8
1658.801,306,-188,16352,-2244,15,-31,-8
1659.505,305,-164,16384,-2244,-61,-29,-18
1663.171,305,-164,16384,-2244,-61,-29,-18
1664.913,306,-164,16384,-2244,-61,-29,-18
1664.913,307,-164,16384,-2244,-61,-29,-18
1664.913,307,-164,16384,-2244,-61,-29,-18
1674.376,307,-164,16384,-2244,-61,-29,-18
1674.376,307,-164,16384,-2244,-61,-29,-18
1680.2520000000002,307,-248,16364,-2200,-62,-27,-16
1681.265,307,-248,16364,-2200,-62,-27,-16
1685.972,307,-248,16364,-2200,-62,-27,-16
1689.496,307,-248,16364,-2200,-62,-27,-16
1691.425,307,-248,16364,-2200,-62,-27,-16
1693.478,306,-248,16364,-2200,-62,-27,-16
1697.923,307,-248,16364,-2200,-62,-27,-16
1697.923,307,-220,16332,-2180,12,-32,5
1697.923,307,-220,16332,-2180,12,-32,5
1705.493,307,-220,16332,-2180,12,-32,5
1708.993,307,-220,16332,-2180,12,-32,5
1711.006,307,-220,16332,-2180,12,-32,5
1713.0149999999999,307,-220,16332,-2180,12,-32,5
1715.3799999999999,306,-220,16332,-2180,12,-32,5
1719.396,307,-204,16460,-2260,-1,-15,-4
1721.704,306,-204,16460,-2260,-1,-15,-4
1725.3719999999998,307,-204,16460,-2260,-1,-15,-4
1727.831,307,-204,16460,-2260,-1,-15,-4
1730.243,307,-204,16460,-2260,-1,-15,-4
1730.243,307,-204,16460,-2260,-1,-15,-4
1730.243,307,-204,16460,-2260,-1,-15,-4
1737.786,306,-204,16460,-2260,-1,-15,-4
1739.687,308,-180,16328,-2204,-110,-26,-10
1742.2640000000001,307,-180,16328,-2204,-110,-26,-10
1746.2089999999998,307,-180,16328,-2204,-110,-26,-10
1750.167,308,-180,16328,-2204,-110,-26,-10
1750.167,307,-180,16328,-2204,-110,-26,-10
1756.522,307,-180,16328,-2204,-110,-26,-10
1756.522,307,-184,16280,-2188,-24,-22,6
1759.991,308,-184,16280,-2188,-24,-22,6
1762.6770000000001,307,-184,16280,-2188,-24,-22,6
1766.7079999999999,308,-184,16280,-2188,-24,-22,6
1766.7079999999999,308,-184,16280,-2188,-24,-22,6
1772.8990000000001,308,-184,16280,-2188,-24,-22,6
1777.5339999999999,307,-184,16280,-2188,-24,-22,6
1778.444,307,-184,16280,-2188,-24,-22,6
1781.2859999999998,308,-204,16408,-2196,47,-43,-4
1782.836,308,-204,16408,-2196,47,-43,-4
1786.726,308,-204,16408,-2196,47,-43,-4
1790.8809999999999,308,-204,16408,-2196,47,-43,-4
1794.3709999999999,308,-204,16408,-2196,47,-43,-4
1794.3709999999999,307,-204,16408,-2196,47,-43,-4
1797.377,307,-204,16408,-2196,47,-43,-4
1802.654,307,-196,16352,-2228,-99,-47,-8
1803.539,308,-196,16352,-2228,-99,-47,-8
1804.1450000000002,308,-196,16352,-2228,-99,-47,-8
1810.673,308,-196,16352,-2228,-99,-47,-8
1811.8410000000001,308,-196,16352,-2228,-99,-47,-8
1813.868,308,-196,16352,-2228,-99,-47,-8
1818.86,308,-196,16352,-2228,-99,-47,-8
1818.86,308,-212,16288,-2200,-90,-54,-1
1818.86,308,-212,16288,-2200,-90,-54,-1
1827.116,308,-212,16288,-2200,-90,-54,-1
1827.116,308,-212,16288,-2200,-90,-54,-1
1827.116,308,-212,16288,-2200,-90,-54,-1
1835.18,309,-212,16288,-2200,-90,-54,-1
1835.837,307,-212,16288,-2200,-90,-54,-1
1835.837,309,-264,16400,-2240,73,-41,-11
1843.536,309,-264,16400,-2240,73,-41,-11
1843.536,309,-264,16400,-2240,73,-41,-11
1843.536,309,-264,16400,-2240,73,-41,-11
1851.9479999999999,308,-264,16400,-2240,73,-41,-11
1851.9479999999999,308,-264,16400,-2240,73,-41,-11
1856.214,309,-264,16400,-2240,73,-41,-11
1859.7330000000002,308,-184,16320,-2240,-67,-28,-22
1863.964,309,-184,16320,-2240,-67,-28,-22
1863.964,309,-184,16320,-2240,-67,-28,-22
1868.214,309,-184,16320,-2240,-67,-28,-22
1868.214,308,-184,16320,-2240,-67,-28,-22
1876.636,308,-184,16320,-2240,-67,-28,-22
1876.636,309,-184,16320,-2240,-67,-28,-22
1878.392,309,-220,16296,-2176,-116,-43,-2
1884.646,310,-220,16296,-2176,-116,-43,-2
1884.646,310,-220,16296,-2176,-116,-43,-2
1884.646,309,-220,16296,-2176,-116,-43,-2
1893.151,309,-220,16296,-2176,-116,-43,-2
1896.78,309,-220,16296,-2176,-116,-43,-2
1896.78,309,-220,16296,-2176,-116,-43,-2
1901.643,309,-228,16320,-2212,41,-28,4
1904.418,310,-228,16320,-2212,41,-28,4
1904.418,309,-228,16320,-2212,41,-28,4
1909.8990000000001,310,-228,16320,-2212,41,-28,4
