Time (ms),EMG Value
0.9959999999999999,39
2.02,39
3.035,40
4.033,39
4.033,38
5.074999999999999,37
5.074999999999999,40
6.309,40
6.8180000000000005,39
6.8180000000000005,39
7.891,39
7.891,39
8.901,40
1466.2150000000001,39
1468.219,38
1470.622,38
1471.836,38
1473.865,36
1474.867,37
1476.871,37
1478.8680000000002,37
1480.981,37
1482.5,37
1484.901,36
1486.934,35
1489.933,37
1491.933,37
1492.983,39
1495.183,39
1496.208,38
1497.21,38
1500.413,38
1502.5790000000002,37
1504.062,37
1506.0929999999998,36
1508.145,36
1509.1509999999998,35
1511.1760000000002,35
1512.254,35
1514.269,37
1515.2,39
1516.205,37
1518.202,38
1519.199,38
1521.203,38
1523.252,36
1523.252,36
1525.103,37
1527.218,36
1528.246,36
1530.697,37
1531.2140000000002,37
1532.403,38
1534.4489999999998,37
1535.4289999999999,38
1537.4350000000002,38
1539.43,36
1540.432,36
1542.449,37
1543.43,37
1545.45,36
1547.436,35
1548.432,35
1550.499,35
1551.487,37
1553.705,37
1555.736,37
1556.733,38
1558.835,38
1558.835,38
1560.3229999999999,36
1561.399,36
1562.4119999999998,36
1563.5829999999999,36
1564.6,36
1565.599,35
1566.5990000000002,35
1567.598,37
1567.598,37
1568.6,37
1569.599,38
1570.6119999999999,38
1570.6119999999999,36
1572.096,36
1573.118,36
1574.113,36
1575.155,36
1576.113,36
1576.113,35
1577.1090000000002,35
1578.111,37
1578.111,37
1579.1139999999998,38
1579.6429999999998,37
1580.701,38
1580.701,38
1581.66,38
1581.66,36
1582.7,36
1583.6589999999999,36
1583.6589999999999,36
1583.6589999999999,36
1585.1470000000002,35
1585.1470000000002,35
1586.311,35
1587.481,37
1587.481,37
1588.493,37
1588.493,38
1589.691,36
1589.691,36
1590.7089999999998,37
1590.7089999999998,37
1591.705,36
1591.705,36
1592.701,36
1592.701,35
1593.6999999999998,37
1593.6999999999998,37
1594.708,37
1594.708,37
1595.702,38
1595.702,38
1596.702,36
1596.702,36
1597.702,36
1597.702,36
1598.702,36
1598.702,36
1599.702,35
1599.702,35
1599.702,37
1600.702,37
1600.702,37
1601.702,38
1601.702,38
1602.703,38
1602.703,36
1603.709,36
1603.709,36
1604.902,36
1604.902,36
1604.902,35
1604.902,35
1606.3590000000002,37
1606.8629999999998,38
1606.8629999999998,38
1607.951,38
1607.951,36
1607.951,38
1609.235,38
1609.235,36
1609.235,36
1610.3780000000002,36
1610.3780000000002,36
1611.423,36
1611.423,35
1611.9270000000001,37
1611.9270000000001,38
1611.9270000000001,39
1611.9270000000001,38
1613.296,38
1613.296,38
1613.296,38
1614.375,36
1614.375,36
1614.375,36
1614.375,36
1615.772,36
1615.772,35
1617.178,35
1617.178,37
1617.178,37
1617.178,39
1621.404,38
1621.404,38
1621.404,38
1622.666,36
1622.666,37
1624.6799999999998,36
1625.916,37
1626.261,36
1626.261,36
1629.0849999999998,37
1630.098,39
1630.098,39
1630.098,39
1633.307,38
1634.318,38
1634.318,38
1634.318,38
1636.7769999999998,36
1637.922,36
1637.922,36
1638.934,36
1638.934,35
1641.233,37
1642.291,37
1642.674,39
1643.069,38
1646.093,38
1646.093,38
1646.093,38
1647.446,38
1649.6789999999999,37
1650.701,37
1651.751,37
1651.751,35
1653.6960000000001,35
1654.714,38
1655.72,39
1655.72,39
1657.3739999999998,38
1658.53,38
1658.53,36
1659.5420000000001,36
1660.104,37
1662.397,37
1662.922,37
1663.937,37
1663.937,35
1666.2559999999999,37
1666.799,39
1667.813,38
1668.8110000000001,38
1668.8110000000001,38
1670.981,38
1671.4940000000001,38
1672.519,38
1673.513,37
1674.537,36
1675.508,36
1675.508,37
1676.573,37
1678.774,37
1679.503,39
1680.22,38
1680.912,38
1682.656,38
1683.7279999999998,38
1683.7279999999998,38
1684.6680000000001,36
1685.724,36
1688.0420000000001,37
1689.0590000000002,36
1689.0590000000002,35
1690.285,35
1690.285,35
1691.5929999999998,37
1691.5929999999998,39
1692.618,38
1695.608,38
1695.608,38
1696.816,38
1696.816,37
1699.126,36
1699.78,36
1700.931,36
1700.931,36
1702.273,36
1703.6009999999999,37
1704.713,39
1704.713,39
1705.73,39
1706.731,38
1707.793,38
1708.8490000000002,38
1708.8490000000002,37
1711.0320000000002,36
1712.0910000000001,37
1713.0449999999998,36
1714.045,36
1715.4499999999998,37
1716.465,37
1716.465,39
1717.621,39
1718.635,39
1719.9789999999998,38
1721.3799999999999,38
1721.3799999999999,38
1722.3919999999998,37
1723.823,36
1724.4569999999999,36
1725.4689999999998,36
1725.58,36
1727.426,35
1728.442,37
1729.4940000000001,39
1729.4940000000001,39
1732.022,38
1732.022,38
1733.3480000000002,38
1733.8590000000002,38
1733.8590000000002,37
1736.41,37
1737.43,37
1738.4360000000001,37
1738.4360000000001,36
1739.7050000000002,35
1740.723,37
1741.719,39
1742.034,39
1744.408,39
1744.78,38
1745.8100000000002,38
1746.319,37
1747.46,37
1748.7440000000001,37
1749.76,37
1749.76,37
1751.197,35
1752.952,37
1752.952,39
1753.966,39
1754.982,37
1756.5900000000001,38
1756.5900000000001,38
1757.9830000000002,36
1759.037,36
1759.999,36
1760.994,37
1762.084,37
1762.4089999999999,37
1762.4089999999999,37
1765.2179999999998,38
1766.248,39
1767.265,38
1767.265,38
1768.263,38
1769.263,38
1770.263,36
1770.907,36
1772.436,37
1773.433,37
1774.432,37
1774.432,35
1776.902,37
1777.469,37
1777.9769999999999,38
1778.6390000000001,38
1779.759,38
1781.6879999999999,38
1781.6879999999999,36
1782.9170000000001,36
1782.9170000000001,36
1785.523,37
1786.538,36
1786.538,36
1787.678,37
1788.901,37
1789.917,37
1789.917,38
1790.9170000000001,38
1793.554,38
1794.077,36
1795.0900000000001,36
1795.0900000000001,36
1796.095,36
1797.089,35
1798.173,35
1798.6819999999998,37
1799.348,39
1801.606,38
1802.43,38
1803.427,38
1803.427,36
1805.845,36
1805.845,36
1806.859,36
1807.9099999999999,36
1810.017,37
1810.017,37
1811.028,38
1812.087,38
1812.087,36
1813.063,38
1814.362,36
1815.431,36
1815.431,36
1817.616,36
1818.444,35
1819.277,35
1820.358,37
1821.3760000000002,37
1822.374,35
1823.204,38
1823.204,36
1824.215,36
1826.741,36
1826.741,36
1828.245,36
1828.245,35
1830.417,37
1831.475,37
1831.475,38
1832.415,38
1834.465,36
1835.481,36
1835.481,36
1836.471,36
1838.4689999999998,36
1838.4689999999998,36
1839.491,35
1840.4959999999999,35
1840.603,35
1842.171,38
1843.337,39
1843.337,38
1843.337,38
1846.7530000000002,36
1847.8239999999998,36
1847.8239999999998,36
1848.876,36
1850.895,36
1850.895,36
1851.952,35
1852.894,37
1854.8899999999999,38
1855.8980000000001,38
1855.8980000000001,37
1856.8990000000001,38
1857.942,38
1858.851,36
1858.851,36
1860.1399999999999,36
1860.1399999999999,36
1863.002,35
1863.827,35
1864.935,37
1864.935,39
1867.401,38
1867.401,38
1868.578,38
1868.578,36
1871.0580000000002,36
1872.072,36
1873.184,36
1874.258,36
1874.78,35
1874.78,35
1875.799,37
1876.812,37
1877.3329999999999,37
1879.57,38
1880.359,38
1880.906,36
1881.934,36
1883.577,36
1883.577,36
1884.613,37
1885.61,35
1886.61,37
1888.1760000000002,37
1889.192,39
1890.22,38
1890.73,38
1891.7489999999998,38
1892.7540000000001,36
1892.7540000000001,36
1893.755,36
1895.912,36
1896.75,36
1897.8029999999999,35
1897.8029999999999,37
1899.992,37
1900.627,37
1901.773,38
1901.773,36
1903.14,36
1903.14,36
1904.527,36
1905.5539999999999,36
1906.542,36
1907.5420000000001,35
1908.542,35
1909.546,37
1910.591,37
1912.262,38
1913.103,38
1914.167,38
1914.167,38
1916.371,36
1916.371,36
1917.656,36
1918.666,36
1918.666,35
1920.93,35
1920.93,37
1922.422,37
1923.435,38
1924.435,38
1924.435,38
1925.733,38
1925.733,36
