Time (ms),EMG Value
1.002,117
1466.634,38
1466.634,39
1467.575,37
1467.575,37
1470.922,37
1470.922,39
1470.922,39
1472.305,37
1472.305,37
1474.1200000000001,37
1475.584,40
1475.584,41
1475.584,41
1479.059,42
1479.059,41
1480.089,40
1480.089,39
1483.158,40
1483.158,42
1483.158,41
1484.501,41
1484.501,39
1487.298,40
1488.0059999999999,39
1488.0059999999999,39
1489.024,39
1491.474,39
1491.474,39
1492.953,40
1492.953,40
1495.205,39
1495.7169999999999,39
1496.792,39
1496.792,39
1498.893,39
1498.893,40
1500.28,39
1500.28,39
1501.344,39
1503.93,39
1504.589,39
1504.589,39
1505.744,40
1507.99,39
1507.99,39
1509.0410000000002,39
1510.0549999999998,38
1511.59,38
1512.6170000000002,38
1513.6080000000002,38
1514.6029999999998,37
1514.6029999999998,37
1516.059,37
1517.069,40
1518.087,40
1518.087,41
1520.2530000000002,39
1520.7949999999998,40
1521.807,39
1521.807,38
1524.0130000000001,39
1524.8139999999999,40
1524.8139999999999,37
1525.8700000000001,38
1528.424,38
1528.424,38
1529.747,39
1530.766,40
1531.763,41
1532.088,41
1533.074,39
1533.4950000000001,39
1533.949,40
1536.422,39
1537.213,39
1537.213,40
1538.668,39
1540.634,38
1541.6490000000001,40
1541.6490000000001,39
1542.8500000000001,39
1544.2549999999999,39
1544.771,40
1545.782,39
1547.3609999999999,39
1547.3609999999999,39
1548.381,39
1549.378,38
1549.378,39
1550.6709999999998,38
1552.9440000000002,37
1553.536,37
1554.548,37
1554.548,37
1557.075,37
1557.075,37
1558.139,39
1558.139,40
1561.153,40
1561.153,39
1562.201,39
1563.156,38
1564.1640000000002,38
1565.16,38
1565.16,38
1566.163,38
1567.157,37
1569.2250000000001,38
1569.824,37
1570.845,37
1571.009,37
1573.046,35
1574.033,37
1575.034,39
1576.0339999999999,39
1577.0349999999999,39
1578.035,39
1584.67,38
1585.682,39
1589.717,38
1590.779,38
1591.7939999999999,38
1596.892,38
1596.892,38
1596.892,37
1598.1380000000001,37
1598.661,37
1598.661,37
1599.6699999999998,37
1599.6699999999998,38
1599.6699999999998,39
1600.8819999999998,39
1600.8819999999998,39
1601.8909999999998,38
1601.8909999999998,38
1601.8909999999998,38
1602.93,38
1602.93,38
1602.93,37
1603.9,37
1603.9,37
1603.9,37
1604.933,37
1604.933,37
1604.933,37
1606.25,39
1606.25,39
1606.25,39
1606.25,39
1607.255,39
1610.2479999999998,38
1610.2479999999998,38
1611.3280000000002,38
1611.3280000000002,38
1614.352,36
1614.352,37
1615.342,36
1615.342,36
1618.392,36
1618.392,37
1618.392,38
1619.34,39
1622.018,39
1622.966,39
1622.966,39
1622.966,38
1622.966,38
1625.8120000000001,38
1626.8990000000001,38
1626.8990000000001,36
1628.0330000000001,37
1630.043,37
1631.155,37
1631.155,37
1632.1689999999999,37
1634.745,35
1634.745,37
1634.745,37
1635.739,39
1638.745,39
1638.745,39
1638.745,38
1638.745,38
1640.075,38
1642.727,38
1642.727,37
1643.723,37
1643.723,37
1646.788,37
1646.788,37
1647.8980000000001,38
1647.8980000000001,39
1650.508,39
1651.519,39
1652.0459999999998,39
1652.0459999999998,38
1655.069,38
1655.069,38
1655.069,38
1656.0539999999999,37
1656.0539999999999,37
1659.113,37
1659.113,37
1660.055,37
1661.0549999999998,37
1663.058,39
1664.078,39
1664.078,39
1664.078,39
1667.496,38
