Time (ms),EMG Value
1340.2050000000002,39
1345.203,39
1346.209,38
1348.202,38
1350.204,38
1353.194,36
1357.192,36
1358.194,38
1359.1899999999998,38
1360.193,38
1361.192,37
1361.192,37
1362.192,37
1362.192,36
1365.2040000000002,36
1366.214,35
1369.194,35
1372.204,35
1372.204,39
1373.189,39
1374.1870000000001,39
1374.1870000000001,39
1374.1870000000001,39
1375.208,39
1375.208,39
1376.186,38
1376.186,40
1376.186,40
1377.189,38
1377.189,39
1378.186,40
1378.186,39
1379.208,40
1379.208,39
1380.19,39
1380.19,39
1380.19,39
1381.2279999999998,39
1381.2279999999998,39
1383.2199999999998,38
1383.2199999999998,40
1384.193,40
1384.193,38
1385.194,38
1386.1950000000002,38
1386.1950000000002,37
1387.191,38
1387.191,40
1390.19,37
1390.19,38
1391.1970000000001,37
1391.1970000000001,40
1394.196,37
1394.196,37
1395.194,38
1395.194,37
1398.201,40
1398.461,37
1398.461,37
1399.755,37
1400.31,40
1402.356,40
1402.356,41
1403.36,37
1403.36,40
1406.367,40
1406.367,41
1406.367,41
1407.364,41
1409.998,40
1410.9940000000001,37
1410.9940000000001,37
1410.9940000000001,37
1413.998,37
1414.981,37
1414.981,40
1415.9850000000001,37
1416.986,37
1418.972,37
1418.972,37
1418.972,39
1419.98,40
1422.0040000000001,40
1422.98,39
1422.98,41
1423.982,41
1426.982,39
1426.982,39
1427.977,39
1427.977,39
1429.998,39
1430.98,39
1431.977,38
1431.977,38
1432.982,39
1435.0,37
1435.0,39
1435.977,40
1435.977,40
1438.998,39
1438.998,39
1439.989,39
1440.991,38
1442.985,38
1443.988,38
1443.988,39
1444.981,39
1446.9879999999998,39
1446.9879999999998,38
1447.989,37
1447.989,37
1448.979,37
1450.982,37
1451.989,39
1453.0130000000001,39
1453.981,39
1454.976,39
1455.9759999999999,39
1455.9759999999999,39
1456.981,38
1458.997,38
1460.035,38
1460.035,38
1460.983,38
1461.981,37
1463.996,37
1463.996,37
1464.567,40
1464.567,37
1467.663,37
1467.663,40
1468.622,39
1468.622,39
1471.619,39
1473.6229999999998,39
1474.6200000000001,38
1474.6200000000001,38
1475.619,38
1475.619,38
