Time (ms),EMG1,EMG2,EMG3,EMG4,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
14,244,0,12448,-10484,796,271,-228,258
1566.168,278,14,258,0,12348,-10472,840,120,-179,289
1566.168,278,14,277,0,12408,-10416,752,138,-190,341
1577.226,281,14,295,0,12360,-10488,708,140,-159,357
1577.226,283,14,312,0,12304,-10532,680,84,-186,313
1588.43,283,14,332,0,12308,-10624,672,-72,-147,302
1588.43,284,14,354,0,12268,-10672,628,-207,-106,317
1588.43,287,14,369,0,12284,-10788,644,-407,-12,368
1603.966,292,14,383,0,12220,-10940,488,-517,23,526
1603.966,294,14,397,0,12188,-11200,388,-888,-5,667
1613.164,296,14,410,0,12200,-11236,432,-1447,-104,604
1613.164,299,14,418,0,12124,-11368,268,-2116,-276,730
1621.629,302,14,422,0,12060,-11280,432,-2916,-566,910
1621.629,304,14,426,0,12124,-11492,1116,-3651,-457,1226
1632.806,304,14,430,0,12172,-11892,1548,-4544,-265,1664
1632.806,306,14,427,0,12416,-12628,1580,-5403,18,2203
1643.828,309,14,420,0,12436,-13432,1844,-6354,488,2819
1643.828,310,14,414,0,12412,-14316,1992,-7225,942,3291
1643.828,309,14,408,0,12220,-15236,2100,-8024,1509,3588
1655.017,310,14,396,0,12068,-16148,2064,-8471,2032,3834
1655.017,311,14,381,0,11876,-16944,2260,-8683,2715,4026
1666.377,309,14,370,0,11712,-17656,2424,-8763,3329,4230
1666.377,306,14,361,0,11520,-17956,2264,-8920,3626,4335
1677.48,304,14,349,0,11424,-18160,2140,-8852,3684,4311
1677.48,303,14,336,8,11240,-18160,1900,-8586,3670,4337
1688.6080000000002,300,15,327,13,11176,-18012,1552,-8365,3472,4442
1688.6080000000002,298,23,320,20,11124,-17792,1264,-8265,3207,4693
1699.6670000000001,298,29,310,34,11080,-17352,788,-8246,2919,4937
1699.6670000000001,299,36,300,50,11136,-17248,456,-8074,2847,5409
1699.6670000000001,298,49,294,61,11396,-17600,308,-7577,2651,6444
1713.343,296,64,290,70,11308,-18180,496,-7932,3378,7196
