Time (ms),EMG1,EMG2,EMG3,EMG4,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2574.629,390,14,22,0,1300,-13440,8004,1556,3103,-3144
2574.629,386,14,11,0,936,-12884,8140,1433,2981,-3551
2574.629,384,14,3,0,976,-12332,8396,1583,3130,-3857
2590.254,384,14,2,0,1460,-12472,8496,1320,3459,-4043
2590.254,384,14,2,0,1528,-13172,8612,860,3594,-4021
2590.254,383,14,4,0,1316,-14248,7840,24,3823,-3823
2605.88,382,14,11,0,1328,-15160,7096,-392,3743,-3676
2605.88,384,13,16,0,1492,-15592,6532,-238,3636,-3752
2605.88,385,14,24,0,1680,-15996,6376,-210,3393,-3757
2621.5069999999996,385,13,34,0,1500,-15684,6336,-539,3107,-3743
2621.5069999999996,387,14,42,0,1156,-15704,6004,-724,3069,-3535
2621.5069999999996,389,14,41,0,956,-15924,6264,-754,2841,-3381
2637.1319999999996,393,13,36,0,788,-16100,5872,-1070,2739,-3356
2637.1319999999996,395,13,42,0,408,-16284,5172,-1091,2517,-3350
2637.1319999999996,397,14,53,0,12,-16232,4900,-926,2099,-3369
2652.7599999999998,401,13,65,0,-196,-16056,4432,-798,1702,-3343
2659.2760000000003,404,14,82,0,-416,-15876,4480,-703,1362,-3235
2659.2760000000003,406,14,106,0,-372,-15960,4696,-862,1102,-2929
2669.781,409,14,132,0,-660,-16344,4364,-1175,788,-2624
2669.781,412,14,156,0,-1188,-16632,3880,-787,176,-2531
2669.781,414,14,180,0,-1224,-16728,4188,-978,-153,-2196
2685.922,414,20,207,0,-1396,-16620,4716,-896,-651,-2092
2685.922,414,28,231,0,-1704,-16652,5152,-1499,-926,-1839
2685.922,416,27,253,8,-2188,-16620,4656,-1216,-1376,-1663
2685.922,418,23,272,17,-2320,-16944,5260,-1753,-1564,-1366
2702.0559999999996,419,20,295,20,-2628,-17080,5144,-2319,-1883,-993
2702.0559999999996,421,23,319,28,-2816,-16984,4956,-2332,-2139,-756
2702.0559999999996,427,18,341,45,-3284,-17020,4544,-1980,-2628,-672
2718.192,435,17,365,65,-3512,-16900,4824,-2171,-3052,-344
2718.192,444,21,392,82,-3776,-16564,5216,-2192,-3311,-77
2718.192,457,27,419,102,-3960,-16228,5116,-2168,-3509,216
2735.022,460,28,441,127,-4124,-16088,4952,-1898,-3756,437
2735.022,461,29,461,151,-4172,-15952,5496,-1740,-4016,727
2735.022,459,39,483,168,-4292,-15828,5512,-1597,-4202,1040
2750.6490000000003,456,52,500,184,-4380,-15752,5952,-1433,-4200,1255
2750.6490000000003,456,58,512,201,-4596,-15640,5984,-1131,-4363,1346
2759.525,451,58,521,212,-4592,-15632,6344,-942,-4542,1550
2759.525,435,61,532,215,-4724,-15324,6728,-846,-4536,1722
2759.525,418,65,540,218,-4624,-15288,7144,-745,-4463,1855
2775.153,400,63,543,224,-4616,-15256,7220,-800,-4436,2087
2775.153,385,62,546,228,-4568,-15104,7296,-701,-4446,2324
2775.153,369,67,550,225,-4584,-14904,7600,-632,-4520,2463
2775.153,356,74,551,222,-4524,-14520,7796,-424,-4442,2449
2790.781,345,73,549,225,-4576,-14164,7948,-107,-4308,2417
2790.781,332,73,546,226,-4556,-14028,7996,112,-4149,2457
2790.781,320,83,547,221,-4272,-14172,7960,48,-4248,2734
2806.4049999999997,310,92,546,217,-4220,-13840,8092,79,-4253,2783
2806.4049999999997,304,94,541,219,-4116,-13040,8428,432,-4247,2781
2806.4049999999997,296,94,536,219,-3900,-13000,7964,625,-4289,2671
2825.203,285,101,536,214,-3712,-12556,8352,719,-4148,2629
2828.778,275,106,535,210,-3528,-12184,8940,894,-3917,2590
2828.778,267,101,531,213,-3260,-12320,8740,1075,-3767,2643
2828.778,260,92,529,213,-2812,-12336,9236,1040,-3557,2571
2844.4069999999997,251,86,531,208,-2576,-12340,9260,1239,-3374,2486
2844.4069999999997,244,76,532,206,-2328,-12496,9308,1251,-3209,2386
2844.4069999999997,237,58,529,207,-1980,-12916,9448,1329,-3049,2348
2859.412,227,39,528,208,-1880,-12872,9560,1192,-2819,2314
2859.412,217,30,530,202,-1640,-13084,9596,1000,-2700,2232
2859.412,209,18,530,200,-1448,-13244,9740,950,-2465,2212
2859.412,200,14,527,201,-1144,-13408,9640,882,-2298,2174
2875.042,191,14,524,202,-992,-13560,9640,808,-2158,2056
2875.042,181,13,525,196,-788,-13524,9508,630,-2008,1922
2890.667,171,14,524,194,-544,-13516,9672,506,-1735,1825
2890.667,165,14,520,196,-180,-13756,9640,494,-1475,1787
2890.667,159,14,516,196,160,-14064,9472,285,-1250,1824
2906.2929999999997,155,14,516,189,408,-14304,9292,-62,-1096,1842
2906.2929999999997,153,14,513,186,664,-14484,9164,-125,-1026,1838
2906.2929999999997,149,14,507,188,780,-14672,8944,-243,-919,1833
2906.2929999999997,131,14,503,187,888,-14912,9248,-325,-759,1862
2921.92,76,13,502,181,1144,-15084,9588,-421,-556,1888
2921.92,20,14,498,177,1276,-14752,9532,-702,-477,1684
2921.92,0,14,492,178,1800,-14832,9792,-912,-329,1681
2937.545,0,14,485,177,2372,-15160,9636,-1444,-84,1762
2937.545,0,13,483,170,2384,-15712,8848,-2452,-371,2014
2937.545,0,13,479,166,2100,-16124,7980,-2847,-437,2287
2953.1730000000002,0,14,472,167,1660,-16072,7656,-2425,-449,2225
2959.677,0,14,465,167,1084,-15704,7576,-1470,-870,1955
2959.677,24,13,463,161,716,-15284,7860,-1125,-1074,1592
2959.677,69,14,458,159,400,-14660,8012,-845,-1223,1608
2975.3050000000003,119,14,449,161,136,-14380,7944,-555,-1141,1476
2975.3050000000003,167,14,442,162,-64,-14228,8020,-260,-1103,1413
2975.3050000000003,206,14,438,156,-248,-13996,7984,22,-1164,1255
2975.3050000000003,237,14,432,153,-460,-13836,7996,171,-1215,1061
2990.932,261,14,424,154,-380,-13584,8028,141,-1143,896
2990.932,277,14,416,153,-428,-13356,7948,147,-1145,709
2990.932,283,14,411,147,-576,-13304,8000,174,-1184,600
3006.558,278,14,405,145,-660,-13320,8020,10,-1134,588
3006.558,267,14,395,149,-780,-13596,7948,-72,-1146,666
3006.558,244,13,386,150,-916,-13808,7792,-83,-1209,720
3022.185,210,20,381,146,-1084,-14124,7376,20,-1278,806
3022.185,192,29,375,147,-1340,-14292,7452,78,-1305,759
3022.185,185,36,366,153,-1476,-14392,7296,156,-1287,709
3037.81,181,49,359,158,-1768,-14436,7124,668,-1431,617
3037.81,180,73,358,159,-2080,-14460,7248,1162,-1565,523
3037.81,187,94,355,164,-2144,-14452,7828,1298,-1505,484
3053.436,197,111,350,174,-2232,-14356,7912,1332,-1388,539
3059.94,209,128,347,183,-2408,-14596,7984,1416,-1384,529
3066.8940000000002,220,155,348,186,-2508,-14592,8172,1354,-1380,590
3070.605,234,177,348,194,-2572,-14592,8272,1199,-1365,732
3074.608,250,193,346,205,-2680,-14484,8360,994,-1314,835
3078.103,264,211,346,215,-2840,-14372,8360,998,-1283,912
3078.103,277,236,351,220,-2968,-14472,8336,943,-1219,1030
3078.103,291,254,353,229,-3088,-14280,8264,966,-1101,1112
3093.7389999999996,303,264,353,242,-3172,-14220,8384,1009,-1027,1083
3093.7389999999996,312,274,355,251,-3316,-14016,8444,880,-904,975
3093.7389999999996,319,289,360,256,-3324,-13724,8856,1050,-760,923
3109.355,326,300,363,263,-3480,-13324,8592,1140,-954,886
3109.355,326,304,361,273,-3092,-13072,9052,818,-261,762
3109.355,319,313,361,279,-3208,-12760,8860,981,-230,833
3109.355,310,331,363,278,-3220,-12700,8888,1356,-166,764
3124.99,303,346,362,280,-2972,-12732,8880,1596,88,626
3124.99,298,358,356,285,-2784,-12568,9048,1602,407,452
3140.607,292,374,353,285,-2464,-12100,9232,1690,789,145
3140.607,286,399,352,279,-2260,-11968,9308,1842,1051,-167
3140.607,284,419,349,276,-1880,-11620,9724,2058,1340,-427
3156.234,283,433,342,276,-1372,-11728,9860,2343,1840,-533
3160.2389999999996,282,448,337,273,-872,-11896,10236,2386,2315,-672
3160.2389999999996,279,470,335,264,-336,-11936,10500,2410,2702,-810
3160.2389999999996,279,482,330,259,156,-11824,10564,2331,2977,-1093
3175.876,282,482,323,258,796,-11460,10944,2098,3417,-1437
3175.876,285,468,317,255,1472,-11508,11020,1798,3760,-1759
3175.876,288,445,315,245,2216,-12392,10896,995,4233,-1789
3175.876,295,421,309,241,2820,-13444,10320,156,4588,-1532
3191.504,309,391,301,240,3116,-14676,9672,-355,4893,-1191
3191.504,326,365,293,236,3296,-15492,9132,-262,4906,-982
3191.504,346,348,288,228,3440,-15864,8884,-58,4959,-1018
3207.128,371,328,278,224,3516,-15792,8784,276,4906,-1175
3207.128,397,306,266,223,3516,-15372,8820,643,4883,-1390
3207.128,421,287,254,219,3756,-14816,9256,723,5075,-1538
3222.756,443,281,246,212,3568,-14268,9040,623,4782,-1640
3222.756,465,278,234,210,4008,-14352,7948,18,5130,-1690
3222.756,485,277,221,212,3836,-14396,7264,13,4841,-1647
3238.381,503,288,209,212,3816,-14536,7092,79,4773,-1768
3238.381,518,315,200,208,4064,-14468,7080,315,4816,-1964
3238.381,535,345,188,209,4048,-14388,7048,460,4734,-2204
3254.105,551,378,179,217,3972,-14176,7628,282,4556,-2263
3254.105,565,422,172,222,4004,-13956,7596,466,4520,-2242
3260.124,575,477,173,226,4052,-13708,7888,727,4445,-2252
3260.124,586,528,174,240,3948,-13416,7728,1019,4459,-2537
3260.124,596,572,178,260,3644,-13104,7688,1195,4435,-2890
3276.161,601,617,188,281,3556,-12624,7800,1518,4302,-3330
3276.161,605,666,202,299,3604,-11932,8096,1068,4640,-3552
3291.759,609,708,213,322,3276,-11332,7864,1480,4567,-4021
3291.759,617,742,222,348,3348,-11140,7888,1121,4630,-4416
3291.759,622,775,233,369,3344,-11060,7676,393,4775,-4671
3291.759,624,810,246,386,3140,-11336,7236,327,4727,-4768
3308.186,625,836,256,406,3148,-12064,7332,318,4879,-4830
3308.186,623,852,264,427,3076,-12872,6648,-21,4770,-5005
3308.186,619,869,274,443,2632,-13424,5844,-341,4399,-5140
3323.814,611,889,285,453,2204,-13284,5664,-232,4205,-5390
3323.814,604,897,292,466,2172,-12932,6232,85,3995,-5677
3323.814,599,898,296,478,1844,-13260,5912,119,4119,-5890
3340.489,592,899,301,486,1296,-14012,5644,-241,3919,-5879
3343.8430000000003,583,903,305,487,1328,-14452,5136,-710,3710,-5587
3343.8430000000003,576,897,305,491,1208,-15288,5468,-1693,3805,-5766
3343.8430000000003,572,884,302,496,984,-15184,5232,-1742,3494,-5537
3359.984,564,870,298,496,848,-15912,5176,-1720,3349,-5482
3359.984,555,863,296,489,460,-16320,4648,-1979,2964,-5362
3359.984,546,847,290,485,296,-16548,4160,-2465,2584,-5241
3375.622,535,824,280,484,192,-16660,4536,-2448,2332,-4985
3375.622,521,804,271,476,372,-17680,5608,-2263,2544,-4352
3375.622,505,790,264,463,432,-18552,4848,-2604,2702,-3702
3375.622,488,770,254,454,-268,-19216,4092,-2912,2043,-3712
3391.2490000000003,467,747,240,445,-372,-18444,3496,-3242,1581,-3567
3391.2490000000003,440,729,228,430,-588,-16128,3536,-2309,828,-3955
3406.877,415,718,216,410,-760,-14760,4148,-1904,589,-4292
3406.877,394,704,201,392,-972,-14620,4084,-2008,477,-4020
3406.877,375,685,182,373,-1208,-15620,3892,-2688,339,-3510
3422.5029999999997,359,672,164,346,-1188,-16472,3380,-3177,-153,-3137
3422.5029999999997,345,669,147,313,-1252,-17104,2936,-3036,-805,-3029
3422.5029999999997,330,661,126,280,-1356,-17404,2968,-2966,-1310,-2977
3422.5029999999997,319,646,105,247,-1512,-17252,3080,-2929,-1805,-2909
3438.127,311,610,85,209,-1560,-17272,3752,-3102,-2129,-2504
3438.127,312,562,68,166,-1876,-17616,3976,-3136,-2421,-2020
3438.127,328,506,51,130,-2156,-18316,4052,-2952,-2688,-1485
3453.7529999999997,373,455,37,99,-2592,-18892,3900,-2781,-3291,-1007
3460.29,432,422,28,68,-2628,-19024,3896,-2777,-3628,-622
3462.3309999999997,486,421,26,38,-3028,-18768,4140,-2624,-4056,-400
3472.4249999999997,530,448,24,15,-3236,-18372,4420,-2131,-4448,-233
3472.4249999999997,563,463,24,0,-3576,-17976,4884,-1823,-4746,-106
3480.4719999999998,585,474,32,0,-3728,-17444,4932,-1745,-5019,187
3482.5020000000004,605,480,43,0,-3904,-16988,5444,-1875,-5089,559
3492.562,616,473,54,0,-4040,-16696,5524,-1664,-5361,953
3492.562,618,455,63,0,-4268,-16604,5448,-1463,-5564,1321
3500.581,608,436,74,0,-4360,-16552,5600,-1380,-5767,1660
3500.581,590,416,88,0,-4356,-16728,5724,-1285,-5929,2075
3510.585,568,392,100,0,-4516,-16736,6264,-1115,-5972,2546
3510.585,542,364,110,0,-4580,-16784,6812,-919,-5999,2916
3510.585,516,339,122,0,-4512,-16792,7532,-957,-6005,3247
3510.585,490,319,135,0,-4444,-16528,8232,-1143,-5941,3592
3526.218,467,291,146,0,-4412,-16196,8500,-1060,-5858,3868
3526.218,447,258,156,3,-4548,-15916,8596,-974,-5702,4193
3541.844,429,226,169,5,-4576,-15700,8920,-919,-5556,4388
3541.844,414,197,185,4,-4580,-15460,8816,-973,-5387,4605
3541.844,401,157,198,11,-4624,-15020,8668,-1019,-5336,4720
3557.478,386,112,211,20,-4492,-14804,8796,-872,-5159,4825
3557.478,367,69,226,26,-4300,-14460,8804,-563,-4879,5003
3557.478,345,28,244,28,-4348,-14360,8580,-486,-4842,5113
3557.478,324,14,258,36,-4276,-14308,8824,-636,-4644,5310
3573.104,303,14,271,46,-4324,-14140,8948,-627,-4414,5374
3573.104,282,14,287,52,-4188,-14168,8872,-676,-4295,5410
3573.104,263,14,305,55,-4148,-13836,8928,-494,-4317,5455
3588.73,249,14,319,65,-4032,-13548,9012,-387,-4172,5542
3588.73,238,14,333,76,-3956,-13208,9148,-159,-3986,5563
3598.262,229,14,349,83,-3796,-12968,9572,50,-3780,5438
3598.262,223,14,366,89,-3672,-12720,9388,326,-3651,5258
3610.765,216,13,379,100,-3508,-12524,9392,607,-3477,5053
